Name,Biotype
ENSG00000183470,lincRNA
ENSG00000183643,lincRNA
ENSG00000183674,lincRNA
ENSG00000184115,processed_transcript
ENSG00000184224,lincRNA
ENSG00000184274,lincRNA
ENSG00000184856,lincRNA
ENSG00000184991,lincRNA
ENSG00000185168,lincRNA
ENSG00000185186,lincRNA
ENSG00000185433,lincRNA
ENSG00000185700,lincRNA
ENSG00000185847,lincRNA
ENSG00000185904,lincRNA
ENSG00000186148,processed_transcript
ENSG00000186235,processed_transcript
ENSG00000186594,lincRNA
ENSG00000186825,lincRNA
ENSG00000186960,lincRNA
ENSG00000187012,lincRNA
ENSG00000187013,lincRNA
ENSG00000187185,lincRNA
ENSG00000187621,processed_transcript
ENSG00000188185,lincRNA
ENSG00000188511,lincRNA
ENSG00000188660,lincRNA
ENSG00000188825,lincRNA
ENSG00000189196,lincRNA
ENSG00000189229,lincRNA
ENSG00000189238,lincRNA
ENSG00000189275,lincRNA
ENSG00000189295,processed_transcript
ENSG00000189419,lincRNA
ENSG00000194297,snRNA
ENSG00000195024,snRNA
ENSG00000196096,lincRNA
ENSG00000196243,lincRNA
ENSG00000196273,lincRNA
ENSG00000196295,processed_transcript
ENSG00000196366,lincRNA
ENSG00000196634,lincRNA
ENSG00000196668,processed_transcript
ENSG00000196741,lincRNA
ENSG00000196756,processed_transcript
ENSG00000196758,lincRNA
ENSG00000196979,lincRNA
ENSG00000197176,lincRNA
ENSG00000197180,lincRNA
ENSG00000197182,lincRNA
ENSG00000197210,lincRNA
ENSG00000197251,lincRNA
ENSG00000197291,lincRNA
ENSG00000197308,lincRNA
ENSG00000197322,lincRNA
ENSG00000197332,lincRNA
ENSG00000197445,lincRNA
ENSG00000197462,lincRNA
ENSG00000197503,lincRNA
ENSG00000197595,lincRNA
ENSG00000197813,lincRNA
ENSG00000198106,lincRNA
ENSG00000198221,lincRNA
ENSG00000198454,lincRNA
ENSG00000198468,lincRNA
ENSG00000198547,lincRNA
ENSG00000198590,lincRNA
ENSG00000198685,lincRNA
ENSG00000199196,snoRNA
ENSG00000199202,rRNA
ENSG00000199212,snoRNA
ENSG00000199217,snRNA
ENSG00000199219,snRNA
ENSG00000199226,snRNA
ENSG00000199231,snoRNA
ENSG00000199237,snRNA
ENSG00000199240,rRNA
ENSG00000199246,snRNA
ENSG00000199248,snRNA
ENSG00000199251,snRNA
ENSG00000199260,snRNA
ENSG00000199266,snoRNA
ENSG00000199270,rRNA
ENSG00000199272,snRNA
ENSG00000199276,rRNA
ENSG00000199279,snRNA
ENSG00000199282,snoRNA
ENSG00000199283,snRNA
ENSG00000199286,snRNA
ENSG00000199289,snRNA
ENSG00000199293,snoRNA
ENSG00000199295,snRNA
ENSG00000199299,rRNA
ENSG00000199301,snRNA
ENSG00000199306,snRNA
ENSG00000199308,snRNA
ENSG00000199311,snoRNA
ENSG00000199313,snRNA
ENSG00000199315,rRNA
ENSG00000199318,rRNA
ENSG00000199321,snoRNA
ENSG00000199322,rRNA
ENSG00000199325,snRNA
ENSG00000199326,snRNA
ENSG00000199327,snRNA
ENSG00000199334,rRNA
ENSG00000199335,snRNA
ENSG00000199337,rRNA
ENSG00000199347,snRNA
ENSG00000199348,snRNA
ENSG00000199350,rRNA
ENSG00000199352,rRNA
ENSG00000199354,rRNA
ENSG00000199360,snRNA
ENSG00000199361,snRNA
ENSG00000199363,snoRNA
ENSG00000199364,rRNA
ENSG00000199368,snRNA
ENSG00000199370,snoRNA
ENSG00000199373,rRNA
ENSG00000199377,snRNA
ENSG00000199381,snRNA
ENSG00000199385,snRNA
ENSG00000199390,snoRNA
ENSG00000199392,snoRNA
ENSG00000199394,snRNA
ENSG00000199395,rRNA
ENSG00000199396,rRNA
ENSG00000199402,rRNA
ENSG00000199404,rRNA
ENSG00000199405,snoRNA
ENSG00000199407,rRNA
ENSG00000199411,snoRNA
ENSG00000199415,rRNA
ENSG00000199426,snRNA
ENSG00000199436,snoRNA
ENSG00000199446,snRNA
ENSG00000199448,snRNA
ENSG00000199450,rRNA
ENSG00000199453,snoRNA
ENSG00000199454,rRNA
ENSG00000199455,rRNA
ENSG00000199458,snRNA
ENSG00000199460,snRNA
ENSG00000199468,snRNA
ENSG00000199469,snRNA
ENSG00000199470,snoRNA
ENSG00000199473,snoRNA
ENSG00000199474,snoRNA
ENSG00000199477,snoRNA
ENSG00000199480,rRNA
ENSG00000199482,snRNA
ENSG00000199483,snRNA
ENSG00000199488,snRNA
ENSG00000199489,snoRNA
ENSG00000199492,snRNA
ENSG00000199497,snRNA
ENSG00000199506,snRNA
ENSG00000199508,rRNA
ENSG00000199509,rRNA
ENSG00000199512,snRNA
ENSG00000199514,snRNA
ENSG00000199520,snRNA
ENSG00000199523,rRNA
ENSG00000199525,rRNA
ENSG00000199529,snRNA
ENSG00000199535,rRNA
ENSG00000199536,snRNA
ENSG00000199545,rRNA
ENSG00000199551,snRNA
ENSG00000199552,snoRNA
ENSG00000199556,rRNA
ENSG00000199562,snRNA
ENSG00000199564,rRNA
ENSG00000199566,snoRNA
ENSG00000199568,snRNA
ENSG00000199570,snRNA
ENSG00000199571,snoRNA
ENSG00000199572,rRNA
ENSG00000199574,snoRNA
ENSG00000199575,snoRNA
ENSG00000199577,snRNA
ENSG00000199585,rRNA
ENSG00000199592,rRNA
ENSG00000199593,snoRNA
ENSG00000199594,snRNA
ENSG00000199598,snRNA
ENSG00000199601,snRNA
ENSG00000199603,snRNA
ENSG00000199609,rRNA
ENSG00000199620,rRNA
ENSG00000199626,snRNA
ENSG00000199627,snRNA
ENSG00000199629,snRNA
ENSG00000199631,snoRNA
ENSG00000199633,snoRNA
ENSG00000199634,snRNA
ENSG00000199638,rRNA
ENSG00000199643,snRNA
ENSG00000199645,snRNA
ENSG00000199646,snRNA
ENSG00000199652,snRNA
ENSG00000199664,snRNA
ENSG00000199666,snoRNA
ENSG00000199672,snRNA
ENSG00000199673,snoRNA
ENSG00000199674,snRNA
ENSG00000199687,snRNA
ENSG00000199695,snRNA
ENSG00000199697,snRNA
ENSG00000199700,snRNA
ENSG00000199702,snRNA
ENSG00000199704,snoRNA
ENSG00000199709,snRNA
ENSG00000199712,snoRNA
ENSG00000199713,snoRNA
ENSG00000199728,snRNA
ENSG00000199731,snRNA
ENSG00000199733,rRNA
ENSG00000199735,snRNA
ENSG00000199739,snRNA
ENSG00000199744,snoRNA
ENSG00000199753,snoRNA
ENSG00000199765,snRNA
ENSG00000199767,snRNA
ENSG00000199771,rRNA
ENSG00000199773,snRNA
ENSG00000199782,snoRNA
ENSG00000199783,snoRNA
ENSG00000199784,snRNA
ENSG00000199785,snoRNA
ENSG00000199786,rRNA
ENSG00000199787,snoRNA
ENSG00000199790,snRNA
ENSG00000199791,snRNA
ENSG00000199792,snRNA
ENSG00000199796,snRNA
ENSG00000199798,snoRNA
ENSG00000199803,snRNA
ENSG00000199804,rRNA
ENSG00000199805,snRNA
ENSG00000199806,rRNA
ENSG00000199809,rRNA
ENSG00000199812,snRNA
ENSG00000199814,snRNA
ENSG00000199815,snoRNA
ENSG00000199824,snRNA
ENSG00000199827,snRNA
ENSG00000199833,snoRNA
ENSG00000199836,snRNA
ENSG00000199837,rRNA
ENSG00000199839,rRNA
ENSG00000199843,rRNA
ENSG00000199845,rRNA
ENSG00000199846,snRNA
ENSG00000199849,snRNA
ENSG00000199851,snoRNA
ENSG00000199855,snRNA
ENSG00000199856,snoRNA
ENSG00000199857,snoRNA
ENSG00000199858,snRNA
ENSG00000199859,snRNA
ENSG00000199865,snRNA
ENSG00000199872,snRNA
ENSG00000199874,rRNA
ENSG00000199879,snRNA
ENSG00000199880,snRNA
ENSG00000199885,snRNA
ENSG00000199886,snRNA
ENSG00000199892,snRNA
ENSG00000199894,snoRNA
ENSG00000199900,rRNA
ENSG00000199903,snRNA
ENSG00000199905,snRNA
ENSG00000199906,snRNA
ENSG00000199910,rRNA
ENSG00000199914,snoRNA
ENSG00000199920,snRNA
ENSG00000199921,snRNA
ENSG00000199924,snRNA
ENSG00000199929,rRNA
ENSG00000199932,snRNA
ENSG00000199934,snoRNA
ENSG00000199942,snoRNA
ENSG00000199944,snRNA
ENSG00000199953,rRNA
ENSG00000199959,snoRNA
ENSG00000199960,snoRNA
ENSG00000199961,snoRNA
ENSG00000199963,snRNA
ENSG00000199968,snoRNA
ENSG00000199970,snoRNA
ENSG00000199971,snRNA
ENSG00000199977,snoRNA
ENSG00000199985,rRNA
ENSG00000199986,snRNA
ENSG00000199994,rRNA
ENSG00000200003,snRNA
ENSG00000200013,snRNA
ENSG00000200021,rRNA
ENSG00000200026,snoRNA
ENSG00000200028,rRNA
ENSG00000200029,snRNA
ENSG00000200033,snRNA
ENSG00000200034,snRNA
ENSG00000200036,rRNA
ENSG00000200048,snRNA
ENSG00000200051,snoRNA
ENSG00000200058,rRNA
ENSG00000200062,snRNA
ENSG00000200063,snoRNA
ENSG00000200070,snRNA
ENSG00000200072,snoRNA
ENSG00000200075,snoRNA
ENSG00000200079,rRNA
ENSG00000200084,snoRNA
ENSG00000200086,snRNA
ENSG00000200087,snoRNA
ENSG00000200089,snoRNA
ENSG00000200095,snRNA
ENSG00000200097,snRNA
ENSG00000200101,snRNA
ENSG00000200102,snRNA
ENSG00000200105,snRNA
ENSG00000200106,snRNA
ENSG00000200107,snRNA
ENSG00000200108,snRNA
ENSG00000200112,snoRNA
ENSG00000200113,snoRNA
ENSG00000200114,rRNA
ENSG00000200132,snRNA
ENSG00000200139,snRNA
ENSG00000200146,snRNA
ENSG00000200150,snoRNA
ENSG00000200152,snRNA
ENSG00000200153,snRNA
ENSG00000200156,snRNA
ENSG00000200163,snoRNA
ENSG00000200168,rRNA
ENSG00000200169,snRNA
ENSG00000200175,snRNA
ENSG00000200176,snRNA
ENSG00000200183,snRNA
ENSG00000200184,snRNA
ENSG00000200189,snRNA
ENSG00000200191,snoRNA
ENSG00000200197,snRNA
ENSG00000200204,snRNA
ENSG00000200206,snoRNA
ENSG00000200213,snRNA
ENSG00000200215,snoRNA
ENSG00000200216,snRNA
ENSG00000200217,snRNA
ENSG00000200218,snRNA
ENSG00000200220,snRNA
ENSG00000200222,snoRNA
ENSG00000200224,snRNA
ENSG00000200225,rRNA
ENSG00000200227,rRNA
ENSG00000200231,snRNA
ENSG00000200235,snoRNA
ENSG00000200237,snoRNA
ENSG00000200238,rRNA
ENSG00000200246,rRNA
ENSG00000200247,snRNA
ENSG00000200248,rRNA
ENSG00000200250,snRNA
ENSG00000200253,snRNA
ENSG00000200257,snRNA
ENSG00000200259,snoRNA
ENSG00000200267,snRNA
ENSG00000200269,snRNA
ENSG00000200274,snRNA
ENSG00000200275,rRNA
ENSG00000200278,rRNA
ENSG00000200279,snoRNA
ENSG00000200281,snRNA
ENSG00000200288,snoRNA
ENSG00000200293,rRNA
ENSG00000200294,snoRNA
ENSG00000200295,snRNA
ENSG00000200296,snRNA
ENSG00000200301,rRNA
ENSG00000200303,snRNA
ENSG00000200304,snRNA
ENSG00000200310,rRNA
ENSG00000200313,rRNA
ENSG00000200318,snoRNA
ENSG00000200320,snoRNA
ENSG00000200326,rRNA
ENSG00000200327,rRNA
ENSG00000200331,snRNA
ENSG00000200336,rRNA
ENSG00000200338,snRNA
ENSG00000200340,snRNA
ENSG00000200343,rRNA
ENSG00000200345,snRNA
ENSG00000200350,snRNA
ENSG00000200354,snoRNA
ENSG00000200355,snoRNA
ENSG00000200356,snRNA
ENSG00000200360,snRNA
ENSG00000200366,snRNA
ENSG00000200367,snoRNA
ENSG00000200369,snRNA
ENSG00000200370,rRNA
ENSG00000200372,snRNA
ENSG00000200376,snRNA
ENSG00000200377,snoRNA
ENSG00000200378,snRNA
ENSG00000200381,rRNA
ENSG00000200385,snoRNA
ENSG00000200388,snRNA
ENSG00000200389,snRNA
ENSG00000200393,snRNA
ENSG00000200394,snoRNA
ENSG00000200398,snoRNA
ENSG00000200403,snRNA
ENSG00000200406,snoRNA
ENSG00000200407,snRNA
ENSG00000200408,rRNA
ENSG00000200411,rRNA
ENSG00000200413,snoRNA
ENSG00000200418,snoRNA
ENSG00000200422,snoRNA
ENSG00000200424,snRNA
ENSG00000200431,snRNA
ENSG00000200434,rRNA
ENSG00000200437,snRNA
ENSG00000200443,snRNA
ENSG00000200444,snRNA
ENSG00000200446,snRNA
ENSG00000200455,snRNA
ENSG00000200456,snRNA
ENSG00000200462,snRNA
ENSG00000200463,snoRNA
ENSG00000200468,rRNA
ENSG00000200469,snRNA
ENSG00000200471,snRNA
ENSG00000200473,rRNA
ENSG00000200478,snoRNA
ENSG00000200480,snoRNA
ENSG00000200483,snRNA
ENSG00000200484,snRNA
ENSG00000200486,snoRNA
ENSG00000200487,rRNA
ENSG00000200492,snoRNA
ENSG00000200495,snRNA
ENSG00000200496,snoRNA
ENSG00000200503,snoRNA
ENSG00000200516,rRNA
ENSG00000200520,snRNA
ENSG00000200522,snRNA
ENSG00000200525,snRNA
ENSG00000200527,rRNA
ENSG00000200528,snRNA
ENSG00000200530,snoRNA
ENSG00000200534,snoRNA
ENSG00000200536,snoRNA
ENSG00000200538,snoRNA
ENSG00000200545,snoRNA
ENSG00000200550,snRNA
ENSG00000200554,snRNA
ENSG00000200555,snRNA
ENSG00000200556,snRNA
ENSG00000200558,rRNA
ENSG00000200560,snRNA
ENSG00000200563,snRNA
ENSG00000200564,snoRNA
ENSG00000200566,snRNA
ENSG00000200570,snRNA
ENSG00000200571,snRNA
ENSG00000200575,snRNA
ENSG00000200587,rRNA
ENSG00000200593,snoRNA
ENSG00000200594,snRNA
ENSG00000200597,snRNA
ENSG00000200601,rRNA
ENSG00000200608,snoRNA
ENSG00000200612,snoRNA
ENSG00000200613,rRNA
ENSG00000200619,rRNA
ENSG00000200620,snoRNA
ENSG00000200622,snRNA
ENSG00000200623,snoRNA
ENSG00000200624,rRNA
ENSG00000200626,rRNA
ENSG00000200632,snoRNA
ENSG00000200636,snoRNA
ENSG00000200637,snRNA
ENSG00000200638,snoRNA
ENSG00000200645,snRNA
ENSG00000200648,snRNA
ENSG00000200649,rRNA
ENSG00000200650,rRNA
ENSG00000200652,snoRNA
ENSG00000200653,snRNA
ENSG00000200656,snoRNA
ENSG00000200661,snoRNA
ENSG00000200665,snRNA
ENSG00000200670,snRNA
ENSG00000200677,snoRNA
ENSG00000200680,snoRNA
ENSG00000200681,snRNA
ENSG00000200683,snRNA
ENSG00000200687,rRNA
ENSG00000200693,snoRNA
ENSG00000200701,snRNA
ENSG00000200703,snRNA
ENSG00000200706,snoRNA
ENSG00000200709,rRNA
ENSG00000200711,rRNA
ENSG00000200713,snRNA
ENSG00000200719,rRNA
ENSG00000200720,snRNA
ENSG00000200726,snoRNA
ENSG00000200728,snRNA
ENSG00000200731,snRNA
ENSG00000200732,snRNA
ENSG00000200733,snoRNA
ENSG00000200738,rRNA
ENSG00000200741,rRNA
ENSG00000200745,snRNA
ENSG00000200753,snoRNA
ENSG00000200755,rRNA
ENSG00000200756,snRNA
ENSG00000200757,snoRNA
ENSG00000200759,snRNA
ENSG00000200763,snRNA
ENSG00000200774,snRNA
ENSG00000200779,snRNA
ENSG00000200785,snoRNA
ENSG00000200786,rRNA
ENSG00000200789,snRNA
ENSG00000200790,snRNA
ENSG00000200792,snoRNA
ENSG00000200795,snRNA
ENSG00000200796,snRNA
ENSG00000200799,snRNA
ENSG00000200800,snRNA
ENSG00000200801,snoRNA
ENSG00000200806,rRNA
ENSG00000200807,snRNA
ENSG00000200812,snoRNA
ENSG00000200814,snRNA
ENSG00000200815,snRNA
ENSG00000200816,snoRNA
ENSG00000200817,snRNA
ENSG00000200818,snRNA
ENSG00000200823,snoRNA
ENSG00000200827,snRNA
ENSG00000200831,snoRNA
ENSG00000200832,snoRNA
ENSG00000200839,rRNA
ENSG00000200840,snRNA
ENSG00000200852,rRNA
ENSG00000200869,snRNA
ENSG00000200871,snRNA
ENSG00000200872,rRNA
ENSG00000200873,rRNA
ENSG00000200875,snRNA
ENSG00000200877,snRNA
ENSG00000200879,snoRNA
ENSG00000200882,snRNA
ENSG00000200885,snRNA
ENSG00000200887,snRNA
ENSG00000200889,snRNA
ENSG00000200890,rRNA
ENSG00000200891,snoRNA
ENSG00000200893,snRNA
ENSG00000200897,snoRNA
ENSG00000200898,snRNA
ENSG00000200902,snRNA
ENSG00000200903,snRNA
ENSG00000200906,snRNA
ENSG00000200913,snoRNA
ENSG00000200914,rRNA
ENSG00000200917,snRNA
ENSG00000200924,snRNA
ENSG00000200926,snRNA
ENSG00000200935,snRNA
ENSG00000200941,snRNA
ENSG00000200942,snRNA
ENSG00000200949,snoRNA
ENSG00000200957,snRNA
ENSG00000200959,snoRNA
ENSG00000200963,snRNA
ENSG00000200969,snoRNA
ENSG00000200972,snRNA
ENSG00000200974,snRNA
ENSG00000200975,snRNA
ENSG00000200983,snoRNA
ENSG00000200985,rRNA
ENSG00000200986,snRNA
ENSG00000200987,snoRNA
ENSG00000200991,snoRNA
ENSG00000200997,snRNA
ENSG00000200999,snoRNA
ENSG00000201000,rRNA
ENSG00000201001,snRNA
ENSG00000201003,snoRNA
ENSG00000201009,snoRNA
ENSG00000201014,rRNA
ENSG00000201015,snRNA
ENSG00000201016,snRNA
ENSG00000201021,snRNA
ENSG00000201025,snoRNA
ENSG00000201028,snRNA
ENSG00000201032,snRNA
ENSG00000201033,snRNA
ENSG00000201035,rRNA
ENSG00000201036,snoRNA
ENSG00000201041,rRNA
ENSG00000201042,snoRNA
ENSG00000201044,snRNA
ENSG00000201050,snRNA
ENSG00000201059,rRNA
ENSG00000201065,snRNA
ENSG00000201070,snRNA
ENSG00000201076,snRNA
ENSG00000201077,snRNA
ENSG00000201085,snRNA
ENSG00000201086,rRNA
ENSG00000201095,snRNA
ENSG00000201096,rRNA
ENSG00000201097,snRNA
ENSG00000201104,snRNA
ENSG00000201109,rRNA
ENSG00000201113,snRNA
ENSG00000201119,snRNA
ENSG00000201129,snoRNA
ENSG00000201133,snoRNA
ENSG00000201135,snRNA
ENSG00000201136,snRNA
ENSG00000201142,snRNA
ENSG00000201143,snoRNA
ENSG00000201145,rRNA
ENSG00000201148,rRNA
ENSG00000201151,snoRNA
ENSG00000201153,snRNA
ENSG00000201155,snRNA
ENSG00000201157,snoRNA
ENSG00000201162,snRNA
ENSG00000201164,snRNA
ENSG00000201165,snRNA
ENSG00000201168,rRNA
ENSG00000201170,snRNA
ENSG00000201176,snRNA
ENSG00000201179,snRNA
ENSG00000201180,snRNA
ENSG00000201182,snRNA
ENSG00000201183,snRNA
ENSG00000201184,snRNA
ENSG00000201185,rRNA
ENSG00000201186,snRNA
ENSG00000201198,snRNA
ENSG00000201209,snoRNA
ENSG00000201210,rRNA
ENSG00000201221,snRNA
ENSG00000201223,snRNA
ENSG00000201229,snoRNA
ENSG00000201231,snRNA
ENSG00000201240,snoRNA
ENSG00000201241,snRNA
ENSG00000201243,snRNA
ENSG00000201245,snoRNA
ENSG00000201247,snoRNA
ENSG00000201253,snRNA
ENSG00000201255,snRNA
ENSG00000201260,snRNA
ENSG00000201263,snoRNA
ENSG00000201264,snoRNA
ENSG00000201270,snRNA
ENSG00000201271,snRNA
ENSG00000201273,snRNA
ENSG00000201274,rRNA
ENSG00000201285,rRNA
ENSG00000201288,snRNA
ENSG00000201291,snRNA
ENSG00000201292,snRNA
ENSG00000201294,snRNA
ENSG00000201296,snRNA
ENSG00000201298,snRNA
ENSG00000201300,snoRNA
ENSG00000201301,rRNA
ENSG00000201302,snoRNA
ENSG00000201308,snRNA
ENSG00000201312,rRNA
ENSG00000201316,snoRNA
ENSG00000201317,snRNA
ENSG00000201318,snoRNA
ENSG00000201321,rRNA
ENSG00000201324,snRNA
ENSG00000201325,rRNA
ENSG00000201326,snoRNA
ENSG00000201329,snoRNA
ENSG00000201330,snoRNA
ENSG00000201331,snoRNA
ENSG00000201341,snRNA
ENSG00000201342,snRNA
ENSG00000201346,snoRNA
ENSG00000201347,rRNA
ENSG00000201348,snoRNA
ENSG00000201355,rRNA
ENSG00000201356,rRNA
ENSG00000201361,rRNA
ENSG00000201367,snRNA
ENSG00000201368,snoRNA
ENSG00000201372,snRNA
ENSG00000201376,snoRNA
ENSG00000201379,snRNA
ENSG00000201382,snRNA
ENSG00000201384,snoRNA
ENSG00000201386,snRNA
ENSG00000201388,snoRNA
ENSG00000201390,snRNA
ENSG00000201392,snRNA
ENSG00000201393,snoRNA
ENSG00000201394,rRNA
ENSG00000201398,snoRNA
ENSG00000201403,snoRNA
ENSG00000201407,snoRNA
ENSG00000201410,snoRNA
ENSG00000201413,rRNA
ENSG00000201415,rRNA
ENSG00000201420,rRNA
ENSG00000201431,snRNA
ENSG00000201433,snRNA
ENSG00000201435,snRNA
ENSG00000201436,snRNA
ENSG00000201439,snRNA
ENSG00000201440,rRNA
ENSG00000201441,snRNA
ENSG00000201443,snRNA
ENSG00000201444,snRNA
ENSG00000201447,rRNA
ENSG00000201448,snoRNA
ENSG00000201452,snRNA
ENSG00000201457,snoRNA
ENSG00000201458,snRNA
ENSG00000201465,snoRNA
ENSG00000201467,snoRNA
ENSG00000201469,rRNA
ENSG00000201474,snRNA
ENSG00000201476,rRNA
ENSG00000201482,snoRNA
ENSG00000201487,snoRNA
ENSG00000201491,snRNA
ENSG00000201492,rRNA
ENSG00000201493,snRNA
ENSG00000201499,snRNA
ENSG00000201500,snoRNA
ENSG00000201502,snoRNA
ENSG00000201512,snoRNA
ENSG00000201516,snoRNA
ENSG00000201517,snRNA
ENSG00000201518,rRNA
ENSG00000201519,snRNA
ENSG00000201523,rRNA
ENSG00000201524,snRNA
ENSG00000201527,rRNA
ENSG00000201532,rRNA
ENSG00000201541,snoRNA
ENSG00000201542,snoRNA
ENSG00000201544,snoRNA
ENSG00000201545,snRNA
ENSG00000201550,snRNA
ENSG00000201557,snoRNA
ENSG00000201558,snRNA
ENSG00000201560,snRNA
ENSG00000201567,rRNA
ENSG00000201569,snoRNA
ENSG00000201570,snRNA
ENSG00000201574,snRNA
ENSG00000201579,snRNA
ENSG00000201586,snRNA
ENSG00000201588,rRNA
ENSG00000201591,snRNA
ENSG00000201592,snoRNA
ENSG00000201594,rRNA
ENSG00000201595,rRNA
ENSG00000201598,snRNA
ENSG00000201604,snRNA
ENSG00000201607,snRNA
ENSG00000201608,snRNA
ENSG00000201609,snRNA
ENSG00000201610,rRNA
ENSG00000201613,snRNA
ENSG00000201616,snRNA
ENSG00000201618,rRNA
ENSG00000201619,snoRNA
ENSG00000201620,rRNA
ENSG00000201622,snRNA
ENSG00000201623,snRNA
ENSG00000201628,snRNA
ENSG00000201634,snoRNA
ENSG00000201641,snRNA
ENSG00000201642,snRNA
ENSG00000201643,snoRNA
ENSG00000201648,snRNA
ENSG00000201654,snRNA
ENSG00000201658,snRNA
ENSG00000201659,snRNA
ENSG00000201660,snoRNA
ENSG00000201662,snRNA
ENSG00000201666,snoRNA
ENSG00000201671,rRNA
ENSG00000201672,snoRNA
ENSG00000201674,snoRNA
ENSG00000201675,snoRNA
ENSG00000201679,snoRNA
ENSG00000201687,snRNA
ENSG00000201689,snoRNA
ENSG00000201695,rRNA
ENSG00000201699,snRNA
ENSG00000201700,snoRNA
ENSG00000201701,snoRNA
ENSG00000201704,rRNA
ENSG00000201707,snRNA
ENSG00000201708,rRNA
ENSG00000201709,snRNA
ENSG00000201710,snoRNA
ENSG00000201711,snRNA
ENSG00000201713,rRNA
ENSG00000201725,snRNA
ENSG00000201727,rRNA
ENSG00000201728,rRNA
ENSG00000201733,snoRNA
ENSG00000201736,rRNA
ENSG00000201737,snRNA
ENSG00000201742,snRNA
ENSG00000201744,snRNA
ENSG00000201746,snRNA
ENSG00000201747,snRNA
ENSG00000201752,snRNA
ENSG00000201754,snoRNA
ENSG00000201761,snRNA
ENSG00000201763,rRNA
ENSG00000201766,rRNA
ENSG00000201770,snRNA
ENSG00000201772,snoRNA
ENSG00000201775,snRNA
ENSG00000201780,snRNA
ENSG00000201785,snoRNA
ENSG00000201789,snRNA
ENSG00000201790,rRNA
ENSG00000201791,snoRNA
ENSG00000201796,snRNA
ENSG00000201801,snRNA
ENSG00000201805,snRNA
ENSG00000201806,snRNA
ENSG00000201807,snoRNA
ENSG00000201809,snoRNA
ENSG00000201810,snoRNA
ENSG00000201811,snoRNA
ENSG00000201812,rRNA
ENSG00000201813,snRNA
ENSG00000201815,snRNA
ENSG00000201816,snoRNA
ENSG00000201821,snRNA
ENSG00000201822,rRNA
ENSG00000201823,snoRNA
ENSG00000201825,snRNA
ENSG00000201826,snRNA
ENSG00000201827,snoRNA
ENSG00000201831,snoRNA
ENSG00000201839,snoRNA
